Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,DTI_Ratio,Savings_Amount,Collateral_Value,Loan_Status
40,Female,Married,Not Graduate,Salaried,1197770.0,1310520.0,12,521.0,0,0.61,281911,0,Rejected
35,Female,Married,Graduate,Salaried,1046894.0,567115.0,48,358.0,0,0.17,198401,0,Approved
17,Female,Married,Not Graduate,Student,16586.0,50000.0,48,396.0,0,0.95,5133,0,Rejected
60,Male,Married,Not Graduate,Salaried,934804.0,528471.0,60,573.0,0,0.08,147267,0,Approved
23,Female,Married,Graduate,Part-Time,90057.0,51531.0,48,377.0,0,0.18,17165,0,Rejected
26,Male,Single,Not Graduate,Self-Employed,889328.0,447036.0,48,569.0,2,0.16,238861,0,Approved
25,Female,Single,Not Graduate,Salaried,1156716.0,391036.0,12,574.0,0,0.36,332556,0,Approved
18,Female,Single,Not Graduate,Student,22678.0,50000.0,48,575.0,2,0.7,6340,0,Approved
59,Male,Single,Not Graduate,Salaried,515795.0,230806.0,48,695.0,1,0.14,15132,346299,Approved
17,Female,Married,Graduate,Unemployed,20625.0,50000.0,60,682.0,1,0.65,1197,0,Rejected
27,Female,Single,Graduate,Self-Employed,1504281.0,696900.0,48,686.0,1,0.15,559799,0,Approved
39,Male,Married,Not Graduate,Self-Employed,532116.0,98897.0,60,660.0,1,0.05,128000,126190,Approved
35,Male,Married,Graduate,Self-Employed,1160324.0,456669.0,60,523.0,0,0.11,455133,0,Approved
54,Female,Single,Not Graduate,Self-Employed,313389.0,262207.0,12,614.0,3,0.55,155637,340175,Rejected
40,Male,Married,Graduate,Self-Employed,713076.0,143073.0,48,350.0,0,0.06,157037,361528,Approved
26,Female,Married,Graduate,Self-Employed,1156066.0,431631.0,60,562.0,3,0.1,564311,0,Approved
19,Female,Married,Not Graduate,Unemployed,26671.0,50000.0,36,611.0,1,0.75,11890,0,Approved
24,Female,Single,Graduate,Part-Time,163051.0,56833.0,36,603.0,1,0.14,32402,0,Rejected
44,Male,Single,Graduate,Self-Employed,791093.0,421594.0,60,624.0,3,0.14,179392,0,Approved
56,Female,Married,Graduate,Salaried,263445.0,110855.0,36,664.0,3,0.17,55629,112245,Approved
38,Male,Married,Not Graduate,Self-Employed,490862.0,179507.0,60,389.0,0,0.1,21035,0,Rejected
17,Female,Single,Graduate,Unemployed,167.0,50000.0,48,679.0,1,1.0,46,434631,Rejected
17,Female,Single,Graduate,Unemployed,11997.0,50000.0,12,601.0,1,1.0,2549,0,Rejected
34,Male,Single,Graduate,Salaried,1342876.0,217255.0,12,461.0,0,0.17,666857,178232,Approved
41,Male,Married,Not Graduate,Salaried,552290.0,257818.0,48,636.0,3,0.15,44214,0,Rejected
54,Male,Married,Not Graduate,Self-Employed,1376821.0,656294.0,48,618.0,1,0.15,175311,0,Approved
34,Male,Single,Not Graduate,Salaried,1147588.0,898226.0,24,627.0,1,0.33,390207,0,Approved
25,Male,Single,Not Graduate,Salaried,875614.0,616364.0,24,381.0,0,0.2,44269,0,Rejected
60,Female,Single,Not Graduate,Salaried,333371.0,126800.0,36,660.0,1,0.15,68665,413841,Approved
38,Female,Single,Graduate,Self-Employed,373574.0,125797.0,24,566.0,2,0.14,164058,234068,Approved
45,Female,Married,Graduate,Self-Employed,1749433.0,798201.0,48,551.0,0,0.14,775555,0,Approved
46,Male,Married,Graduate,Salaried,979297.0,80727.0,48,606.0,2,0.03,81016,0,Approved
26,Female,Married,Graduate,Salaried,1007359.0,195212.0,60,620.0,3,0.05,395436,0,Approved
18,Male,Single,Not Graduate,Unemployed,7476.0,50000.0,36,658.0,1,1.0,376,272442,Approved
17,Female,Single,Not Graduate,Student,10440.0,50000.0,12,606.0,1,1.0,778,129199,Rejected
53,Male,Married,Graduate,Salaried,,,24,,0,0.24,175578,0,Approved
40,Male,Single,Graduate,Salaried,,,12,,1,0.41,256582,0,Rejected
55,Female,Married,Graduate,Self-Employed,1102224.0,135313.0,60,583.0,3,0.03,193891,0,Approved
34,Female,Single,Not Graduate,Salaried,369530.0,192793.0,24,563.0,0,0.29,115715,0,Approved
28,Male,Married,Not Graduate,Self-Employed,1801667.0,972117.0,24,604.0,1,0.3,37269,0,Rejected
53,Male,Single,Graduate,Salaried,1309861.0,222772.0,60,551.0,3,0.05,406441,422598,Approved
59,Male,Single,Graduate,Self-Employed,728852.0,111269.0,48,580.0,2,0.05,18752,0,Rejected
56,Female,Single,Not Graduate,Salaried,1346199.0,101598.0,48,611.0,2,0.02,105680,0,Approved
48,Female,Single,Graduate,Salaried,412055.0,230162.0,12,621.0,2,0.6,149758,0,Rejected
41,Female,Married,Graduate,Salaried,624647.0,375227.0,60,596.0,0,0.08,11126,0,Rejected
60,Female,Single,Graduate,Salaried,1238895.0,589435.0,60,574.0,3,0.13,191592,0,Approved
26,Female,Married,Graduate,Self-Employed,796282.0,154062.0,48,674.0,3,0.03,108476,0,Approved
44,Female,Married,Not Graduate,Self-Employed,2799785.0,106601.0,36,596.0,3,0.03,708408,0,Approved
35,Male,Married,Not Graduate,Student,1280184.0,647418.0,12,616.0,2,0.29,591539,0,Rejected
47,Male,Married,Graduate,Salaried,725622.0,416102.0,24,613.0,1,0.32,152097,169251,Approved
56,Male,Married,Graduate,Salaried,823055.0,99975.0,48,598.0,3,0.04,389407,0,Approved
52,Male,Single,Not Graduate,Self-Employed,1882683.0,1113788.0,12,660.0,2,0.63,326285,0,Rejected
48,Male,Married,Graduate,Salaried,1335023.0,652748.0,36,605.0,1,0.19,453539,0,Approved
38,Female,Single,Not Graduate,Self-Employed,1493435.0,757908.0,12,552.0,2,0.54,313605,0,Rejected
35,Male,Married,Graduate,Salaried,1208716.0,239761.0,24,679.0,1,0.11,531,0,Rejected
24,Male,Married,Not Graduate,Salaried,836652.0,444168.0,48,629.0,1,0.08,294291,0,Approved
51,Female,Married,Graduate,Salaried,675925.0,236922.0,24,549.0,0,0.2,327297,0,Approved
41,Female,Married,Not Graduate,Salaried,865068.0,419449.0,12,586.0,2,0.52,27338,0,Rejected
39,Male,Married,Graduate,Self-Employed,1441932.0,762210.0,24,627.0,2,0.3,710381,0,Approved
18,Female,Single,Not Graduate,Student,,,60,,3,1.0,4148,0,Rejected
39,Female,Single,Not Graduate,Salaried,1406615.0,542717.0,60,662.0,1,0.1,136737,346454,Approved
53,Male,Married,Graduate,Self-Employed,1180168.0,156750.0,36,574.0,3,0.05,437655,0,Rejected
44,Female,Married,Graduate,Salaried,999216.0,445284.0,12,397.0,0,0.48,320325,0,Rejected
52,Female,Married,Graduate,Self-Employed,498662.0,58787.0,60,564.0,2,0.03,89571,0,Approved
22,Male,Married,Not Graduate,Part-Time,146906.0,60684.0,12,641.0,3,0.44,4829,0,Rejected
43,Female,Married,Not Graduate,Self-Employed,,,36,,0,0.05,10658,0,Rejected
56,Female,Married,Graduate,Self-Employed,1590348.0,542881.0,24,661.0,2,0.19,701201,0,Approved
33,Male,Married,Not Graduate,Salaried,518326.0,204038.0,48,668.0,2,0.12,98550,0,Approved
47,Female,Single,Graduate,Salaried,367500.0,115498.0,48,569.0,2,0.1,42806,0,Rejected
30,Male,Single,Not Graduate,Self-Employed,861155.0,241985.0,48,558.0,2,0.09,117598,0,Approved
35,Male,Married,Graduate,Salaried,541520.0,275637.0,12,644.0,3,0.54,79179,0,Rejected
57,Male,Single,Not Graduate,Self-Employed,1256323.0,291677.0,36,663.0,1,0.09,544428,300738,Approved
31,Female,Married,Not Graduate,Self-Employed,1645131.0,661139.0,48,514.0,0,0.13,386926,0,Approved
17,Female,Single,Graduate,Student,18596.0,50000.0,24,641.0,2,1.0,4282,0,Approved
38,Female,Married,Not Graduate,Salaried,621189.0,145641.0,36,610.0,1,0.09,57959,246073,Approved
19,Female,Married,Graduate,Student,9433.0,50000.0,36,650.0,1,1.0,929,0,Rejected
34,Male,Married,Not Graduate,Self-Employed,1453451.0,384255.0,24,434.0,0,0.15,213051,0,Approved
56,Male,Single,Graduate,Self-Employed,1705232.0,983181.0,24,676.0,2,0.33,24673,0,Rejected
49,Female,Married,Not Graduate,Salaried,,,12,,2,0.59,4215,0,Rejected
38,Female,Single,Graduate,Self-Employed,330300.0,106464.0,60,553.0,3,0.09,26200,422613,Approved
24,Female,Married,Graduate,Part-Time,176048.0,61426.0,48,659.0,2,0.11,31122,397398,Approved
42,Male,Married,Graduate,Self-Employed,1285169.0,804477.0,12,523.0,0,0.36,5957,0,Rejected
25,Female,Single,Not Graduate,Part-Time,190476.0,97638.0,36,594.0,0,0.2,6145,0,Approved
20,Female,Married,Graduate,Unemployed,6379.0,50000.0,12,413.0,0,1.0,3101,0,Rejected
38,Male,Single,Not Graduate,Salaried,1458891.0,57113.0,36,656.0,2,0.02,626026,0,Approved
17,Male,Married,Not Graduate,Student,248.0,50000.0,60,667.0,3,1.0,84,385670,Rejected
57,Female,Single,Graduate,Salaried,350210.0,75874.0,60,602.0,2,0.06,80655,0,Approved
43,Female,Single,Not Graduate,Self-Employed,483923.0,203522.0,12,382.0,0,0.45,155338,81201,Rejected
51,Male,Married,Graduate,Salaried,481023.0,209418.0,60,698.0,1,0.12,34490,0,Rejected
37,Female,Married,Not Graduate,Self-Employed,1617748.0,958908.0,48,680.0,2,0.19,28193,0,Rejected
19,Male,Married,Not Graduate,Part-Time,19479.0,50000.0,60,673.0,1,0.69,5852,402352,Rejected
42,Female,Single,Graduate,Salaried,356250.0,101329.0,48,624.0,1,0.09,113930,336902,Approved
23,Female,Married,Graduate,Part-Time,144989.0,53696.0,24,655.0,3,0.21,41559,0,Rejected
51,Female,Single,Not Graduate,Self-Employed,790951.0,684828.0,12,580.0,3,0.5,63147,0,Rejected
27,Female,Single,Not Graduate,Salaried,882339.0,416700.0,60,439.0,0,0.13,332070,276816,Approved
19,Female,Married,Graduate,Unemployed,3234.0,50000.0,24,606.0,2,1.0,1295,0,Approved
59,Female,Married,Not Graduate,Self-Employed,1216961.0,317008.0,36,589.0,2,0.1,297964,322550,Approved
45,Male,Single,Graduate,Self-Employed,1061646.0,418666.0,60,679.0,1,0.11,175091,0,Approved
37,Female,Single,Not Graduate,Salaried,,,12,,1,0.29,511230,103980,Approved
41,Male,Single,Graduate,Self-Employed,871409.0,224127.0,60,669.0,2,0.07,191205,443031,Approved
20,Female,Single,Graduate,Student,3643.0,50000.0,36,644.0,1,1.0,426,0,Rejected
57,Male,Married,Not Graduate,Salaried,,,48,,0,0.06,48143,0,Rejected
27,Male,Married,Graduate,Self-Employed,443988.0,182773.0,24,565.0,2,0.13,154381,148601,Approved
17,Female,Single,Not Graduate,Unemployed,28809.0,50000.0,36,419.0,0,0.69,13386,0,Approved
44,Male,Married,Graduate,Self-Employed,1271392.0,309932.0,12,625.0,1,0.26,90191,0,Approved
19,Male,Married,Graduate,Unemployed,1728.0,50000.0,36,653.0,1,1.0,719,410233,Rejected
17,Male,Single,Not Graduate,Student,18743.0,50000.0,24,610.0,2,1.0,337,0,Rejected
20,Male,Married,Graduate,Student,1438.0,50000.0,24,629.0,3,1.0,530,81117,Rejected
49,Male,Married,Graduate,Salaried,490298.0,96908.0,36,672.0,3,0.08,88413,300178,Approved
38,Male,Single,Graduate,Salaried,1182584.0,458921.0,48,633.0,2,0.12,406961,0,Approved
18,Female,Single,Not Graduate,Student,22386.0,50000.0,36,635.0,1,0.89,4552,0,Approved
50,Male,Single,Not Graduate,Self-Employed,311886.0,64159.0,12,625.0,1,0.22,110216,0,Approved
19,Female,Married,Graduate,Unemployed,24517.0,50000.0,24,679.0,1,1.0,4375,0,Approved
46,Male,Single,Not Graduate,Salaried,355328.0,206105.0,36,563.0,0,0.23,110997,85417,Approved
33,Female,Single,Not Graduate,Self-Employed,700043.0,103428.0,36,441.0,0,0.04,76265,0,Approved
18,Male,Single,Graduate,Student,4821.0,50000.0,36,633.0,1,1.0,296,341403,Rejected
59,Male,Single,Graduate,Salaried,540211.0,257915.0,60,657.0,1,0.13,135469,142655,Approved
17,Male,Married,Graduate,Student,16171.0,50000.0,12,637.0,1,1.0,4839,0,Rejected
17,Female,Single,Not Graduate,Student,36272.0,50000.0,12,585.0,2,1.0,7881,0,Rejected
50,Female,Single,Not Graduate,Salaried,824658.0,477168.0,24,655.0,1,0.33,39632,0,Rejected
46,Male,Single,Not Graduate,Self-Employed,1698811.0,852165.0,36,413.0,0,0.2,468794,0,Approved
38,Male,Married,Not Graduate,Salaried,773813.0,222653.0,12,629.0,3,0.31,48436,0,Rejected
58,Female,Single,Graduate,Self-Employed,1012140.0,248946.0,12,449.0,0,0.26,475792,324663,Approved
50,Female,Married,Graduate,Salaried,1229004.0,1359479.0,48,456.0,0,0.18,517400,52140,Approved
27,Female,Married,Graduate,Salaried,1109709.0,181897.0,24,570.0,0,0.09,134240,0,Approved
18,Male,Married,Not Graduate,Student,23275.0,50000.0,60,699.0,1,0.57,1244,0,Rejected
40,Male,Married,Graduate,Self-Employed,2799785.0,321265.0,12,679.0,1,0.34,97994,0,Approved
41,Male,Single,Graduate,Self-Employed,1687911.0,793418.0,12,551.0,0,0.5,463130,0,Rejected
34,Male,Married,Graduate,Self-Employed,1369106.0,249025.0,36,660.0,2,0.07,245504,109020,Approved
44,Female,Married,Not Graduate,Self-Employed,387548.0,73946.0,60,535.0,0,0.05,151302,85066,Approved
32,Male,Single,Graduate,Salaried,799176.0,125836.0,36,531.0,0,0.04,323405,0,Approved
42,Male,Married,Not Graduate,Salaried,635853.0,212998.0,60,435.0,0,0.09,276447,0,Approved
41,Female,Married,Not Graduate,Self-Employed,1889357.0,1054792.0,24,451.0,0,0.16,174158,0,Approved
38,Male,Married,Not Graduate,Salaried,661020.0,90865.0,60,421.0,0,0.04,291080,386112,Approved
21,Male,Single,Not Graduate,Salaried,1279229.0,418048.0,36,604.0,3,0.13,261339,0,Approved
29,Male,Married,Graduate,Self-Employed,1227245.0,291104.0,24,617.0,1,0.13,393617,392250,Approved
55,Female,Married,Not Graduate,Self-Employed,1884709.0,926319.0,36,447.0,0,0.2,346475,0,Approved
30,Female,Single,Graduate,Salaried,836879.0,442577.0,12,561.0,3,0.56,412177,0,Rejected
32,Female,Married,Graduate,Salaried,1382524.0,1072525.0,24,663.0,2,0.28,552716,0,Approved
49,Female,Single,Graduate,Salaried,725749.0,379882.0,36,660.0,1,0.21,35252,0,Rejected
27,Male,Married,Graduate,Salaried,1023727.0,172659.0,36,601.0,1,0.07,133545,0,Approved
57,Male,Married,Graduate,Self-Employed,424534.0,70825.0,24,588.0,3,0.09,146599,0,Approved
19,Male,Single,Not Graduate,Student,38123.0,50000.0,48,618.0,1,0.41,12328,0,Rejected
45,Male,Married,Not Graduate,Self-Employed,497297.0,205729.0,36,596.0,3,0.16,206045,0,Approved
60,Male,Single,Not Graduate,Salaried,1374933.0,635631.0,12,574.0,2,0.49,338163,0,Rejected
26,Female,Married,Graduate,Salaried,1311983.0,426458.0,24,626.0,1,0.18,426562,0,Approved
21,Female,Married,Not Graduate,Salaried,359871.0,300053.0,36,474.0,0,0.19,90630,0,Approved
31,Female,Married,Graduate,Self-Employed,1443284.0,762952.0,12,567.0,0,0.56,631118,0,Rejected
60,Male,Married,Graduate,Self-Employed,1885708.0,519812.0,36,606.0,3,0.11,939359,0,Approved
38,Female,Married,Graduate,Salaried,487758.0,119951.0,36,671.0,3,0.1,11470,0,Rejected
40,Male,Married,Graduate,Salaried,612147.0,291176.0,12,565.0,3,0.51,293196,0,Rejected
19,Male,Single,Not Graduate,Unemployed,6749.0,50000.0,36,556.0,3,1.0,1669,0,Rejected
27,Female,Married,Not Graduate,Self-Employed,1343782.0,259703.0,48,481.0,0,0.06,38038,0,Rejected
46,Female,Single,Graduate,Salaried,1248644.0,483908.0,60,562.0,2,0.1,204197,0,Approved
32,Female,Single,Graduate,Self-Employed,645362.0,226691.0,24,567.0,3,0.12,17550,191980,Approved
37,Male,Single,Not Graduate,Part-Time,1022794.0,293946.0,60,617.0,3,0.08,333835,0,Approved
26,Male,Single,Not Graduate,Self-Employed,705563.0,59104.0,12,591.0,2,0.09,346448,0,Approved
21,Female,Married,Graduate,Salaried,1269358.0,581433.0,12,680.0,2,0.49,176467,249968,Rejected
19,Female,Married,Graduate,Student,18054.0,50000.0,60,420.0,0,0.74,7035,0,Rejected
30,Female,Married,Graduate,Salaried,581754.0,50780.0,36,384.0,0,0.03,279422,476421,Approved
31,Male,Single,Graduate,Self-Employed,1523046.0,304180.0,24,623.0,1,0.11,519789,0,Approved
47,Female,Single,Not Graduate,Self-Employed,781956.0,94455.0,48,580.0,0,0.04,369334,0,Approved
20,Female,Married,Not Graduate,Student,6738.0,72433.0,24,658.0,1,1.0,762,0,Rejected
60,Male,Married,Not Graduate,Salaried,955555.0,200355.0,24,556.0,2,0.12,284917,0,Approved
34,Male,Single,Graduate,Salaried,378178.0,54352.0,60,675.0,3,0.04,173949,0,Approved
34,Female,Married,Graduate,Salaried,262274.0,139778.0,60,667.0,3,0.14,28025,0,Rejected
25,Female,Married,Not Graduate,Salaried,1359956.0,542302.0,12,630.0,3,0.43,667060,0,Approved
25,Male,Single,Graduate,Salaried,395701.0,213827.0,12,595.0,0,0.58,123734,0,Rejected
26,Female,Single,Graduate,Self-Employed,1370957.0,653507.0,24,463.0,0,0.27,513287,58447,Approved
18,Female,Single,Not Graduate,Student,23278.0,50000.0,60,692.0,1,0.57,7103,0,Rejected
40,Male,Married,Not Graduate,Salaried,1042465.0,249412.0,12,562.0,2,0.26,150003,0,Approved
37,Female,Single,Not Graduate,Self-Employed,493087.0,84723.0,60,675.0,3,0.05,89,0,Rejected
53,Female,Married,Not Graduate,Self-Employed,970733.0,473685.0,48,647.0,1,0.15,152474,0,Approved
38,Female,Married,Graduate,Self-Employed,1910857.0,184798.0,60,664.0,3,0.03,250885,0,Approved
39,Male,Married,Not Graduate,Student,1244647.0,578475.0,36,656.0,3,0.19,299338,0,Approved
17,Female,Married,Not Graduate,Student,15972.0,50000.0,48,639.0,1,0.99,2408,0,Rejected
40,Female,Married,Graduate,Self-Employed,1022998.0,355073.0,12,680.0,1,0.37,94099,233464,Approved
36,Male,Single,Graduate,Self-Employed,807834.0,83655.0,12,573.0,0,0.11,204958,0,Approved
24,Male,Married,Graduate,Part-Time,91262.0,50935.0,12,376.0,0,0.6,33894,0,Rejected
26,Female,Single,Not Graduate,Salaried,1091637.0,85192.0,12,639.0,3,0.08,281097,254793,Approved
43,Female,Married,Graduate,Unemployed,1452767.0,488935.0,24,634.0,1,0.1,321554,348027,Rejected
27,Female,Single,Not Graduate,Self-Employed,1173212.0,270856.0,24,699.0,1,0.13,61736,0,Approved
32,Male,Married,Not Graduate,Self-Employed,898903.0,173123.0,36,605.0,1,0.08,64605,0,Approved
43,Female,Single,Graduate,Salaried,524814.0,219539.0,36,606.0,3,0.17,106464,0,Approved
45,Female,Single,Graduate,Salaried,1129066.0,414983.0,48,671.0,2,0.12,32636,0,Rejected
41,Male,Single,Not Graduate,Salaried,1359200.0,514510.0,24,399.0,0,0.21,334230,0,Approved
18,Female,Single,Graduate,Unemployed,19035.0,50000.0,12,643.0,2,1.0,7560,304071,Rejected
47,Female,Single,Not Graduate,Salaried,1292752.0,540164.0,60,601.0,1,0.11,159295,366794,Rejected
52,Female,Married,Graduate,Self-Employed,530928.0,301652.0,24,536.0,0,0.32,44333,0,Rejected
49,Male,Single,Not Graduate,Salaried,766906.0,294626.0,24,578.0,0,0.11,237548,0,Approved
53,Female,Married,Not Graduate,Salaried,288802.0,136137.0,48,698.0,1,0.15,104395,379541,Approved
33,Female,Single,Not Graduate,Self-Employed,396928.0,82369.0,12,568.0,3,0.22,177717,0,Approved
20,Female,Single,Not Graduate,Student,16037.0,50000.0,60,394.0,0,0.83,4780,0,Rejected
31,Female,Married,Graduate,Salaried,768147.0,352672.0,60,660.0,2,0.12,20706,0,Rejected
60,Female,Married,Graduate,Salaried,334556.0,118145.0,36,658.0,3,0.14,5210,0,Rejected
45,Male,Single,Not Graduate,Salaried,2799785.0,459291.0,12,651.0,2,0.61,217408,134811,Rejected
22,Male,Married,Graduate,Salaried,1009735.0,140483.0,60,650.0,3,0.04,440814,0,Approved
24,Female,Single,Graduate,Part-Time,141449.0,60546.0,24,632.0,2,0.24,1586,0,Approved
58,Male,Single,Not Graduate,Self-Employed,1221860.0,414578.0,48,569.0,2,0.11,11866,0,Rejected
30,Female,Married,Graduate,Student,814654.0,416903.0,12,638.0,2,0.55,37963,0,Rejected
45,Female,Married,Not Graduate,Self-Employed,396116.0,160039.0,12,401.0,0,0.43,79136,0,Approved
44,Female,Single,Graduate,Self-Employed,1620762.0,738061.0,48,652.0,2,0.14,200634,0,Approved
35,Male,Married,Not Graduate,Salaried,1355481.0,741050.0,12,586.0,2,0.58,105258,0,Rejected
38,Female,Single,Graduate,Salaried,925279.0,458683.0,12,527.0,0,0.53,265396,183296,Rejected
39,Male,Married,Graduate,Self-Employed,531495.0,264588.0,60,631.0,3,0.1,177953,0,Approved
58,Male,Married,Not Graduate,Salaried,434261.0,90487.0,24,608.0,2,0.12,142506,0,Approved
43,Female,Married,Graduate,Self-Employed,1942197.0,659437.0,12,646.0,2,0.36,706019,0,Approved
27,Male,Married,Not Graduate,Self-Employed,1155094.0,589369.0,24,678.0,1,0.29,360863,435836,Approved
60,Female,Married,Graduate,Self-Employed,1251540.0,908686.0,36,490.0,0,0.18,437580,0,Approved
55,Male,Married,Graduate,Self-Employed,556384.0,182716.0,48,557.0,0,0.1,82452,0,Approved
56,Male,Married,Graduate,Self-Employed,1236935.0,344806.0,60,646.0,3,0.07,437105,0,Approved
20,Male,Single,Graduate,Unemployed,14571.0,50000.0,36,554.0,2,1.0,2971,0,Rejected
29,Female,Single,Not Graduate,Self-Employed,2799785.0,403885.0,12,698.0,1,0.47,156854,0,Rejected
21,Female,Married,Graduate,Part-Time,127689.0,62744.0,24,675.0,3,0.28,50612,0,Approved
19,Male,Married,Graduate,Unemployed,3759.0,50000.0,48,651.0,2,1.0,38,83722,Rejected
60,Male,Married,Not Graduate,Salaried,903750.0,526028.0,24,480.0,0,0.33,360809,472084,Approved
53,Female,Married,Graduate,Salaried,250105.0,68161.0,24,648.0,3,0.15,5668,0,Rejected
32,Female,Married,Not Graduate,Self-Employed,516673.0,248949.0,48,583.0,2,0.15,134186,57010,Approved
17,Female,Single,Graduate,Student,8096.0,50000.0,48,582.0,3,1.0,1474,0,Rejected
48,Male,Married,Graduate,Unemployed,1363927.0,278125.0,48,614.0,2,0.06,57169,0,Rejected
34,Male,Married,Not Graduate,Salaried,1017830.0,385993.0,24,628.0,3,0.21,148054,0,Approved
19,Male,Married,Not Graduate,Student,2799785.0,50000.0,36,672.0,3,0.87,6097,0,Rejected
28,Female,Single,Not Graduate,Self-Employed,1905807.0,767973.0,60,526.0,0,0.11,765913,334654,Approved
23,Female,Single,Not Graduate,Part-Time,134218.0,51484.0,60,553.0,0,0.1,23145,0,Rejected
38,Female,Married,Graduate,Salaried,943872.0,496230.0,12,551.0,3,0.56,252952,0,Rejected
58,Male,Married,Not Graduate,Self-Employed,1478522.0,819321.0,12,651.0,3,0.32,400562,0,Approved
57,Female,Married,Not Graduate,Salaried,982591.0,514412.0,24,613.0,3,0.3,332935,369338,Approved
58,Male,Single,Graduate,Salaried,1068365.0,446627.0,24,678.0,3,0.24,44372,0,Rejected
46,Female,Single,Graduate,Self-Employed,295996.0,96315.0,24,424.0,0,0.1,14118,0,Rejected
37,Male,Married,Not Graduate,Self-Employed,1244453.0,171040.0,24,674.0,1,0.08,621677,142232,Approved
